1118.7	105	37	85	349	292	126	537	141	211	117
1137.5	100	35	84	343	291	122	548	144	215	118
1137.8	100	36	84	343	290	122	548	144	215	118
1145.8	101	37	81	341	288	122	549	145	217	119
1157.5	99	36	83	337	285	119	555	148	218	120
1158.1	99	35	82	337	285	119	555	148	219	121
1158.7	98	35	82	337	285	119	556	148	219	121
1158.9	99	35	82	336	285	119	556	148	219	121
1171.7	98	36	78	331	280	119	562	151	223	122
118.85	30	18	20	957	479	476	12	3	2	3
1196.1	87	33	77	325	276	115	578	158	228	123
1200.1	86	31	74	325	276	115	579	160	229	125
1211.4	88	32	73	320	274	113	582	161	229	128
1214.1	87	31	72	320	274	113	583	161	230	129
1217.1	86	31	70	319	274	113	585	161	231	130
1223.3	86	30	69	315	274	112	589	162	232	131
1227.1	86	28	69	314	274	112	590	164	232	131
1236.8	85	27	66	312	274	112	593	165	233	133
1239.5	83	27	65	312	274	112	595	165	233	134
124.96	31	18	20	955	478	476	13	4	2	3
1257.9	78	26	61	310	272	112	601	168	236	136
1273.4	81	24	59	304	270	110	604	171	240	137
1280.8	77	23	60	304	269	108	608	173	241	137
1282.7	78	23	60	302	269	108	609	173	241	137
1301.2	74	21	57	297	269	108	617	174	243	140
1306.5	74	21	57	294	269	107	620	174	244	140
1316.5	69	21	58	294	268	105	625	175	245	140
1331.2	69	21	58	289	267	103	630	176	246	141
1339.2	67	22	58	287	265	103	634	176	246	142
1359.3	60	22	54	284	263	102	644	178	250	143
1373.3	58	22	51	281	262	101	649	179	253	144
1382.7	58	22	50	279	261	101	651	180	253	145
1387.1	57	22	46	279	261	101	652	180	257	145
1388.5	56	22	46	279	261	101	653	180	257	145
1400.4	55	21	45	276	260	98	657	182	260	146
1416.4	50	21	42	274	259	98	664	183	262	147
1417.1	49	21	42	274	259	98	665	183	262	147
1417.2	50	21	42	273	259	98	665	183	262	147
1430.3	48	21	41	273	258	97	667	184	263	148
1433.2	47	22	40	272	257	97	669	184	264	148
1443.7	42	21	39	272	257	97	674	185	264	149
1454.7	42	22	38	271	256	97	675	185	265	149
1457.5	43	21	38	270	256	97	675	186	265	149
1472.6	43	20	33	267	254	97	678	187	268	153
1518.8	38	18	30	264	252	94	686	191	273	154
1574.5	33	17	31	259	249	88	696	195	274	158
1576.2	34	17	30	258	249	88	696	195	275	158
1583.2	31	17	31	258	249	87	699	195	275	158
1597.8	30	18	31	257	247	86	701	196	276	158
166.87	38	21	23	943	472	470	18	7	5	3
1702.9	27	14	25	246	245	82	715	201	285	160
1710.4	27	16	25	244	243	82	717	201	285	160
174.37	38	21	24	940	471	469	21	7	5	4
1768.5	19	16	26	238	241	79	731	203	286	161
1799.5	14	16	27	236	240	77	738	204	287	161
1812.4	14	16	28	235	240	76	739	204	287	161
1823.4	17	16	27	232	240	75	739	204	288	162
1867.7	17	16	25	225	238	73	746	206	288	166
1874.9	15	16	25	225	238	73	748	206	288	166
187.52	39	20	26	935	471	467	25	7	5	5
1912.6	16	7	21	221	238	72	751	215	293	166
1927.6	16	6	20	221	238	72	751	215	293	168
197.02	37	23	28	934	468	464	28	7	6	5
197.52	37	21	28	934	468	464	28	9	6	5
201.33	39	21	28	931	468	464	29	9	6	5
204.48	40	22	27	928	467	464	31	9	7	5
220.33	50	25	28	917	464	461	32	9	9	5
220.57	49	25	28	917	464	461	33	9	9	5
221.06	48	25	28	917	464	461	34	9	9	5
221.52	49	26	28	916	463	461	34	9	9	5
225.13	51	24	27	914	463	461	34	11	10	5
230.95	49	25	28	913	462	459	37	11	11	5
240.86	52	25	28	907	461	457	40	12	13	5
243.36	51	25	28	907	461	456	41	12	13	6
256.23	55	26	32	900	459	450	44	13	13	8
264.14	57	27	35	894	458	446	48	13	13	9
275.27	59	26	36	886	456	442	54	14	16	11
277.25	63	27	37	882	455	441	54	14	16	11
279.44	67	27	36	878	455	441	54	14	17	11
288.66	71	27	36	874	454	439	54	14	18	13
306.21	76	26	40	867	454	434	56	15	19	13
309.68	77	26	42	864	454	432	58	15	19	13
325.62	75	26	42	860	453	428	64	16	22	14
327.91	77	26	42	857	453	428	65	16	22	14
340.71	74	27	42	854	451	426	71	17	23	15
354.53	76	29	46	847	448	419	76	18	25	16
355.95	78	29	47	844	448	418	77	18	25	16
364.07	84	28	48	836	448	415	79	19	27	16
368.42	84	28	48	835	448	413	80	19	28	17
372.76	85	31	48	832	445	412	82	19	29	17
376.97	88	31	46	828	445	411	83	19	32	17
378.03	89	30	46	827	445	411	83	20	32	17
380.21	92	31	44	824	444	411	83	20	34	17
385.83	93	32	46	820	443	409	86	20	34	17
391.86	93	32	46	818	443	407	87	20	36	18
394.29	97	32	44	814	443	407	87	20	38	18
403.14	98	30	48	811	443	402	89	21	39	19
405.37	98	29	49	810	443	400	90	22	40	19
4.0857	12	10	0	988	490	500	0	0	0	0
419.87	103	31	54	799	440	394	96	23	41	19
430.51	104	31	57	792	439	389	102	23	42	21
432.67	103	31	58	791	439	388	104	23	42	21
434.85	104	32	58	790	438	388	104	23	42	21
436.39	103	32	58	790	438	388	105	23	42	21
442.82	107	32	57	784	437	387	107	24	44	21
444.68	107	31	59	783	437	385	108	25	44	21
452.16	110	30	62	776	435	380	112	28	45	22
452.37	110	30	62	775	435	380	113	28	45	22
453.91	110	30	62	773	435	380	115	28	45	22
456.76	113	31	63	770	434	379	115	28	45	22
467.63	116	29	63	762	434	377	120	30	46	23
468.39	115	29	64	762	434	376	121	30	46	23
483.62	120	30	72	754	432	365	124	31	48	24
486.34	121	29	74	751	432	363	126	32	48	24
488.77	123	29	75	749	432	362	126	32	48	24
505.46	122	31	75	741	429	358	135	33	52	24
51.221	16	11	7	980	488	492	4	1	0	1
522.88	121	36	78	728	422	352	149	35	55	24
526.09	123	37	75	725	421	352	150	35	56	26
535.38	128	38	79	715	419	347	155	36	56	27
538.75	128	38	79	711	418	346	159	37	57	27
539.56	126	38	80	710	418	345	162	37	57	27
544.89	124	38	80	707	417	342	167	38	60	27
551.01	124	38	82	701	415	338	173	40	61	28
551.16	125	38	83	700	415	337	173	40	61	28
551.18	126	38	83	699	415	337	173	40	61	28
561.79	126	42	87	691	411	332	181	40	61	29
570.27	126	44	87	685	409	328	187	40	65	29
57.245	19	12	9	977	487	490	4	1	0	1
574.36	132	45	84	679	408	328	187	40	67	30
576.68	132	46	87	676	406	325	190	41	67	30
581.18	133	48	86	675	404	324	190	41	68	31
582.97	134	48	84	674	404	324	190	41	70	31
583.26	134	48	84	673	404	324	191	41	70	31
587.65	139	48	89	668	404	319	191	41	70	31
598.08	139	49	93	659	401	314	199	43	70	33
601.47	143	50	97	653	400	310	201	43	70	33
61.029	21	13	9	975	486	489	4	1	1	1
611.97	145	47	102	649	400	302	203	45	73	34
620.03	146	48	106	642	398	296	209	46	74	35
621.12	146	48	106	642	397	296	209	47	74	35
626.39	140	48	105	642	397	294	215	47	75	37
626.96	141	48	106	640	397	293	216	47	75	37
631.92	140	49	107	635	395	290	222	47	77	38
638.75	133	48	108	633	395	288	230	48	77	40
645.19	137	47	111	626	393	284	233	51	78	40
648.38	137	48	111	625	392	283	234	51	79	40
650.92	138	48	111	622	392	283	236	51	79	40
651.45	139	48	111	621	392	283	236	51	79	40
654.18	138	49	114	620	391	280	238	51	79	40
657.59	137	50	116	618	389	277	241	52	80	40
666.28	138	50	117	612	386	272	246	53	83	43
674.75	139	50	117	606	385	267	251	54	87	44
676.48	142	49	117	603	385	267	251	55	87	44
677.95	142	48	118	603	385	266	251	56	87	44
678.03	143	48	118	602	385	265	251	56	88	44
678.03	143	48	119	602	385	265	251	56	87	44
680.14	144	47	118	600	384	263	252	57	89	46
682.19	146	46	118	597	384	261	253	58	91	46
683.54	148	46	118	594	383	261	254	59	91	46
683.77	148	47	117	594	382	261	254	59	92	46
683.95	149	47	117	593	382	261	254	59	92	46
696.41	157	47	113	580	376	257	259	64	100	47
700.23	155	46	111	576	375	256	265	66	102	48
705.79	158	45	109	569	374	255	269	68	103	50
710.08	158	44	110	567	374	254	271	69	103	50
710.24	156	44	110	567	374	254	273	69	103	50
712.62	156	45	109	567	373	254	273	69	104	50
714.46	154	45	110	565	373	253	277	69	104	50
719.11	154	46	107	563	371	251	279	70	106	53
730.34	155	49	105	556	367	248	285	71	108	56
731.91	156	49	107	555	367	246	285	71	108	56
736.07	158	51	108	550	365	244	287	71	108	58
738.84	155	50	109	548	365	243	292	71	108	59
742.92	159	52	109	542	363	242	294	71	109	59
747.29	162	50	109	538	363	241	295	72	109	61
750.76	160	49	109	535	362	240	300	73	109	63
753.54	161	48	107	534	362	239	300	74	110	65
757.48	157	48	105	532	361	238	306	75	113	65
764.32	153	51	101	529	357	237	313	76	116	67
764.91	153	52	102	529	356	236	313	76	116	67
76.815	25	15	14	971	484	484	4	1	1	1
768.34	151	52	104	526	356	233	317	76	117	68
77.222	25	14	14	971	484	484	4	2	1	1
774.61	155	51	107	520	356	229	319	77	118	68
775.89	154	50	108	519	356	227	321	78	119	68
778.08	153	50	110	518	356	225	323	78	119	68
781.57	152	50	107	516	355	225	326	79	120	70
787.76	150	50	109	514	353	222	330	81	120	71
78.807	27	14	13	969	484	484	4	2	1	2
788.96	149	50	110	514	353	221	331	81	120	71
807.88	148	49	109	504	350	216	341	84	126	73
808.81	147	48	109	503	350	216	343	85	126	73
818.84	145	54	109	497	343	215	351	86	126	74
818.92	145	54	108	497	343	215	351	86	126	75
830.31	144	54	111	491	340	208	357	88	129	78
840.34	148	55	110	481	337	204	363	90	133	79
840.42	148	55	111	481	337	203	363	90	133	79
849.12	144	56	108	480	335	203	368	91	135	80
849.51	146	56	108	478	335	203	368	91	135	80
849.93	147	56	108	477	335	203	368	91	135	80
855.44	145	56	107	474	334	201	373	91	138	81
869.83	143	53	106	468	333	197	381	94	143	82
876.79	143	53	107	463	331	196	386	96	143	82
881.11	142	53	107	462	330	193	388	97	146	82
881.16	142	53	107	461	330	193	389	97	146	82
888.49	140	57	105	456	324	191	396	98	148	85
898.75	146	55	106	448	322	188	398	101	149	87
926.25	137	52	109	437	318	175	418	106	158	90
926.32	136	52	110	437	318	174	419	106	158	90
933.02	136	51	109	435	318	172	421	107	159	92
939.12	130	50	104	434	317	169	428	109	166	93
940.24	131	50	103	433	316	169	428	110	167	93
944.55	135	50	104	428	315	168	429	111	167	93
944.74	135	50	103	428	315	168	429	111	168	93
959.42	132	51	103	419	314	162	441	111	172	95
972.59	130	49	101	415	314	158	447	113	175	98
979.26	132	46	102	409	313	155	451	117	177	98
980.05	130	46	102	409	313	155	453	117	177	98
984.41	128	50	101	409	309	155	455	117	178	98
990.79	126	49	98	406	308	155	460	119	179	100
999.33	127	47	98	402	307	153	463	120	181	102
100.023	30	15	18	962	482	478	8	3	2	2
1000.58	126	47	97	401	307	152	465	120	182	103
1001.21	127	47	97	400	307	152	465	120	182	103
1002.11	127	47	98	400	307	151	465	120	182	103
1002.54	127	47	97	400	307	151	465	120	183	103
1002.94	126	47	97	400	307	151	466	120	183	103
1002.97	127	47	97	399	307	151	466	120	183	103
1003.77	129	47	97	397	307	151	466	120	183	103
1004.31	129	48	98	397	306	150	466	120	183	103
1004.57	128	48	98	397	306	150	467	120	183	103
1005.18	129	48	98	396	306	150	467	120	183	103
1005.19	129	47	98	396	306	150	467	121	183	103
100.554	31	15	18	961	482	478	8	3	2	2
1007.29	130	47	97	395	306	150	467	121	184	103
1008.18	130	47	96	395	306	150	467	121	185	103
1008.37	130	47	95	395	306	150	467	121	185	104
1009.38	129	46	96	395	306	149	468	122	185	104
1010.51	131	46	96	393	306	149	468	122	185	104
1011.71	131	46	95	393	306	149	468	122	186	104
1012.12	130	46	95	393	306	149	469	122	186	104
1012.37	130	46	96	393	306	148	469	122	186	104
1012.76	131	46	96	392	306	148	469	122	186	104
1012.84	132	46	96	391	306	148	469	122	186	104
1012.94	132	47	96	391	305	148	469	122	186	104
1013.34	132	48	96	391	304	148	469	122	186	104
1013.69	132	48	97	391	304	147	469	122	186	104
1013.79	131	48	97	391	304	147	470	122	186	104
1014.92	131	48	96	391	304	147	470	122	187	104
1015.45	131	48	95	391	304	147	470	122	188	104
1015.66	132	48	96	390	304	146	470	122	188	104
1016.96	133	48	96	389	304	146	470	122	188	104
1017.07	134	48	96	388	304	146	470	122	188	104
1017.48	133	48	96	388	304	146	471	122	188	104
1017.88	133	49	96	388	303	146	471	122	188	104
1018.34	133	50	96	388	302	146	471	122	188	104
1018.96	132	50	96	388	302	146	472	122	188	104
1019.78	132	50	95	388	302	146	472	122	188	105
1019.85	132	50	96	388	302	145	472	122	188	105
102.074	30	15	18	961	482	478	9	3	2	2
1021.91	131	50	96	388	302	145	473	122	188	105
1022.31	131	49	96	388	302	145	473	123	188	105
1022.43	131	48	96	388	302	145	473	124	188	105
102.308	29	15	18	961	482	478	9	3	2	3
1023.58	131	48	95	388	302	145	473	124	188	106
1024.62	130	48	95	388	302	145	474	124	188	106
1025.97	130	48	94	388	302	145	474	124	189	106
1026.85	129	48	94	388	302	145	475	124	189	106
1027.39	129	48	95	388	302	144	475	124	189	106
1027.66	128	48	95	388	302	144	476	124	189	106
1028.57	129	48	95	387	302	144	476	124	189	106
102.919	29	16	18	961	481	478	9	3	2	3
1029.22	128	48	96	387	302	143	477	124	189	106
1029.44	127	48	96	387	302	143	478	124	189	106
1029.53	127	48	95	387	302	143	478	124	190	106
1029.56	127	49	95	387	301	143	478	124	190	106
1029.88	128	49	94	386	301	143	478	124	190	107
1030.95	126	49	94	386	301	143	480	124	190	107
1030.97	126	50	94	386	300	143	480	124	190	107
1031.46	127	50	94	385	300	143	480	124	190	107
1031.54	126	50	94	385	300	143	481	124	190	107
1032.72	125	49	93	384	300	143	483	124	191	108
1033.22	125	49	92	384	300	143	483	124	192	108
1033.71	126	49	92	383	300	143	483	124	192	108
1034.27	125	49	92	383	300	143	484	124	192	108
1034.51	124	48	92	383	300	143	485	125	192	108
1034.53	125	48	92	382	300	143	485	125	192	108
1034.58	124	48	92	382	300	143	486	125	192	108
1035.23	123	48	92	382	300	143	487	125	192	108
1037.12	123	48	92	381	300	143	488	125	192	108
1038.16	123	48	91	381	300	143	488	125	193	108
1038.28	124	48	91	380	300	143	488	125	193	108
1038.47	125	48	91	379	300	143	488	125	193	108
1040.22	124	48	91	379	300	143	489	125	193	108
1042.41	124	48	92	379	300	142	489	125	193	108
1042.84	124	47	92	379	300	142	489	125	193	109
1042.86	124	47	91	379	300	142	489	125	194	109
1043.85	123	47	91	379	300	142	490	125	194	109
1044.35	122	47	91	379	300	142	491	125	194	109
1044.47	123	47	91	378	300	142	491	125	194	109
1044.82	123	46	91	378	300	142	491	126	194	109
1046.76	122	46	91	378	300	142	492	126	194	109
1047.04	121	46	91	378	300	142	493	126	194	109
104.755	30	16	18	960	481	478	9	3	2	3
1047.75	120	46	91	378	300	142	494	126	194	109
1047.91	119	46	91	378	300	142	495	126	194	109
1048.52	119	46	91	377	300	142	496	126	194	109
1048.68	119	46	92	377	300	141	496	126	194	109
1048.79	118	46	92	377	300	141	497	126	194	109
1049.23	117	46	92	377	300	141	498	126	194	109
1050.33	117	45	92	377	300	141	498	127	194	109
1050.65	116	45	92	377	300	141	499	127	194	109
1050.78	116	45	93	377	300	140	499	127	194	109
1051.47	116	45	94	377	300	139	499	127	194	109
1053.02	115	45	94	377	300	139	500	127	194	109
1055.56	114	45	94	377	300	139	501	127	194	109
1055.62	112	45	94	377	300	139	503	127	194	109
1055.62	113	45	94	377	300	139	502	127	194	109
1056.87	111	45	94	377	300	139	504	127	194	109
1057.98	111	45	93	377	300	139	504	127	195	109
105.825	30	17	18	960	480	478	9	3	2	3
1058.81	110	45	93	377	300	139	505	127	195	109
1059.85	108	45	93	377	300	139	507	127	195	109
1059.91	108	44	93	377	300	139	507	128	195	109
106.043	30	18	19	960	479	477	9	3	2	3
1060.56	107	44	93	377	300	139	508	128	195	109
1060.57	108	44	93	376	300	139	508	128	195	109
1060.85	107	44	93	376	300	139	509	128	195	109
1061.29	106	44	93	376	300	139	510	128	195	109
1061.74	107	44	93	375	300	139	510	128	195	109
1061.84	107	44	94	375	300	138	510	128	195	109
1062.93	107	44	95	375	300	137	510	128	195	109
1062.98	106	44	95	375	300	137	511	128	195	109
1063.21	106	44	94	375	300	137	511	128	196	109
1064.03	107	44	94	374	300	137	511	128	196	109
1064.51	107	44	95	374	300	136	511	128	196	109
1064.76	106	44	95	374	300	136	512	128	196	109
1065.71	105	44	95	374	300	136	513	128	196	109
1066.74	105	43	95	374	300	136	513	129	196	109
1067.23	106	43	95	373	300	136	513	129	196	109
1067.45	105	43	95	373	300	136	514	129	196	109
1067.52	105	42	95	373	300	136	514	130	196	109
1067.79	106	42	95	372	300	136	514	130	196	109
1068.02	107	42	95	371	300	136	514	130	196	109
1069.26	107	41	94	371	300	136	514	130	197	110
1069.37	108	41	94	370	300	136	514	130	197	110
1069.83	108	40	94	370	300	136	514	131	197	110
1070.77	108	40	95	370	300	135	514	131	197	110
1070.85	108	40	96	370	300	134	514	131	197	110
1071.65	110	40	96	368	300	134	514	131	197	110
1071.66	111	40	96	367	300	134	514	131	197	110
1071.86	111	41	96	367	299	134	514	131	197	110
1071.94	110	41	96	367	299	134	515	131	197	110
1072.47	110	41	95	367	299	134	515	131	198	110
1072.72	109	41	95	367	299	134	516	131	198	110
1073.12	109	41	94	367	299	134	516	131	198	111
1073.97	108	41	94	367	299	134	517	131	198	111
1074.19	109	41	94	366	299	134	517	131	198	111
1075.08	109	41	95	366	299	133	517	131	198	111
1075.78	109	41	94	366	299	133	517	131	199	111
1075.99	108	41	94	366	299	133	518	131	199	111
1077.57	107	41	94	366	299	133	519	131	199	111
1077.93	107	41	92	366	299	133	519	131	201	111
1078.36	107	41	91	366	299	133	519	131	202	111
1078.76	108	41	91	365	299	133	519	131	202	111
1078.95	108	41	90	365	299	133	519	131	203	111
1078.96	108	42	90	365	298	133	519	131	203	111
1079.09	108	43	90	365	297	133	519	131	203	111
1080.37	108	42	89	365	297	133	519	131	204	112
1080.91	108	42	90	365	297	132	519	131	204	112
1081.29	108	43	90	365	296	132	519	131	204	112
1081.49	109	43	90	364	296	132	519	131	204	112
1081.57	108	43	90	364	296	132	520	131	204	112
1082.75	109	43	90	363	296	132	520	131	204	112
1083.18	109	44	90	363	295	132	520	131	204	112
1083.54	110	44	90	362	295	132	520	131	204	112
1083.72	109	44	90	362	295	132	521	131	204	112
1084.04	110	44	90	361	295	132	521	131	204	112
1089.38	110	44	90	360	295	132	522	131	204	112
1089.53	111	44	90	359	295	132	522	131	204	112
1089.72	111	44	91	359	295	131	522	131	204	112
1090.19	111	44	92	359	295	130	522	131	204	112
1090.21	112	44	92	358	295	130	522	131	204	112
1090.97	112	44	93	358	295	129	522	131	204	112
1091.16	112	44	92	358	295	129	522	131	205	112
1091.66	111	44	92	358	295	129	523	131	205	112
1092.18	111	44	91	358	295	129	523	131	205	113
1092.23	111	44	90	358	295	129	523	131	206	113
1092.57	110	44	90	358	295	129	524	131	206	113
1093.14	109	44	90	358	295	129	525	131	206	113
1093.23	109	43	90	358	295	129	525	132	206	113
1093.62	109	42	90	358	295	129	525	133	206	113
1094.13	108	42	90	358	295	129	526	133	206	113
109.678	29	18	19	960	479	477	10	3	2	3
1099.23	110	42	89	356	294	129	526	134	206	114
1099.28	109	42	89	356	294	129	527	134	206	114
1099.32	110	42	89	355	294	129	527	134	206	114
1099.85	110	42	89	354	294	129	528	134	206	114
1100.27	111	42	90	353	294	128	528	134	206	114
1101.02	110	42	90	353	294	128	529	134	206	114
1102.23	111	42	90	352	294	128	529	134	206	114
1102.29	112	42	90	351	294	128	529	134	206	114
110.266	28	18	19	960	479	477	11	3	2	3
1103.37	112	43	90	351	293	128	529	134	206	114
1103.79	112	42	90	351	293	128	529	135	206	114
1104.14	111	42	90	351	293	128	530	135	206	114
110.424	29	18	19	959	479	477	11	3	2	3
110.429	30	18	19	958	479	477	11	3	2	3
1104.53	110	42	90	351	293	128	531	135	206	114
110.516	31	18	19	957	479	477	11	3	2	3
1105.34	110	41	90	351	293	128	531	136	206	114
1107.22	109	41	90	351	293	128	532	136	206	114
1107.43	110	41	90	350	293	128	532	136	206	114
1108.45	109	41	90	350	293	128	533	136	206	114
1108.92	109	40	90	350	293	128	533	137	206	114
1109.12	109	40	89	350	293	128	533	137	207	114
1109.19	109	39	89	350	293	128	533	138	207	114
1109.53	109	39	88	350	293	128	533	138	207	115
1110.17	109	38	88	350	293	128	533	139	207	115
1110.38	109	38	87	350	293	128	533	139	208	115
1111.06	108	38	87	350	293	128	534	139	208	115
1111.37	107	38	87	350	293	128	534	139	208	116
1111.38	107	37	87	350	293	128	534	140	208	116
1112.19	107	37	86	350	293	128	534	140	208	117
1113.78	107	37	85	350	293	128	534	140	209	117
1114.31	106	37	85	350	293	128	535	140	209	117
1114.65	105	37	85	350	293	128	536	140	209	117
1114.73	105	37	84	350	293	128	536	140	210	117
1115.14	104	37	84	350	293	128	537	140	210	117
1115.17	104	37	83	350	293	128	537	140	211	117
1116.12	104	36	83	350	293	128	537	141	211	117
1116.13	105	36	83	349	293	128	537	141	211	117
1116.29	105	36	84	349	293	127	537	141	211	117
1117.24	105	36	85	349	293	126	537	141	211	117
1118.83	106	37	85	348	292	126	537	141	211	117
1119.57	105	37	85	348	292	126	538	141	211	117
111.958	30	18	19	957	479	477	12	3	2	3
1120.19	105	37	84	348	292	126	538	141	212	117
1121.02	105	37	83	348	292	126	538	141	213	117
1121.44	104	37	83	348	292	126	539	141	213	117
1122.04	104	36	83	348	292	126	539	142	213	117
1123.09	103	36	83	348	292	126	540	142	213	117
1123.65	102	36	83	348	292	126	541	142	213	117
1124.14	101	36	83	348	292	126	542	142	213	117
1125.99	102	36	83	347	292	126	542	142	213	117
1126.19	103	36	83	346	292	126	542	142	213	117
1126.38	103	35	83	346	292	126	542	143	213	117
1126.51	103	35	84	346	292	125	542	143	213	117
1126.63	103	35	83	346	292	125	542	143	214	117
1127.09	102	35	83	346	292	125	543	143	214	117
1128.03	102	35	82	346	292	125	543	143	214	118
1128.49	101	35	82	346	292	125	544	143	214	118
1129.92	101	35	81	346	292	125	544	143	215	118
1130.14	101	35	82	346	292	124	544	143	215	118
1130.58	100	35	82	346	292	124	545	143	215	118
1131.38	101	35	82	345	292	124	545	143	215	118
1132.28	100	35	82	345	292	124	546	143	215	118
1133.23	99	35	83	345	292	123	547	143	215	118
1133.58	99	35	84	345	292	122	547	143	215	118
1134.73	100	35	84	344	292	122	547	143	215	118
1136.66	100	36	84	344	291	122	547	143	215	118
1136.98	101	36	84	343	291	122	547	143	215	118
1137.15	101	35	84	343	291	122	547	144	215	118
1138.31	101	36	84	342	290	122	548	144	215	118
1139.76	100	36	84	342	290	122	549	144	215	118
1141.27	100	36	83	342	290	122	549	144	216	118
1141.68	100	36	82	342	290	122	549	144	217	118
1141.94	100	37	82	342	289	122	549	144	217	118
1142.09	100	36	82	342	289	122	549	145	217	118
1142.16	101	36	82	341	289	122	549	145	217	118
1143.59	101	36	81	341	289	122	549	145	217	119
1146.13	102	37	81	340	288	122	549	145	217	119
1146.89	102	37	82	340	288	121	549	145	217	119
1146.93	102	36	82	340	288	121	549	146	217	119
1149.27	102	35	82	340	288	121	549	147	217	119
1149.62	101	35	82	340	288	121	550	147	217	119
1150.76	101	36	82	340	287	121	550	147	217	119
1151.14	101	37	82	340	286	121	550	147	217	119
1151.32	102	37	82	339	286	121	550	147	217	119
1152.11	102	37	81	339	286	121	550	147	218	119
1152.49	103	37	81	338	286	121	550	147	218	119
1153.29	102	37	81	338	286	121	551	147	218	119
1154.01	102	36	81	338	286	121	551	148	218	119
1154.67	101	36	81	338	286	121	552	148	218	119
1155.43	101	37	81	338	285	121	552	148	218	119
1156.06	100	37	81	338	285	121	553	148	218	119
1156.42	99	37	81	338	285	121	554	148	218	119
1156.42	99	37	82	338	285	120	554	148	218	119
1156.78	100	37	82	337	285	120	554	148	218	119
1157.15	100	37	83	337	285	119	554	148	218	119
1157.31	100	36	83	337	285	119	554	148	218	120
1157.88	99	36	82	337	285	119	555	148	219	120
1159.63	99	35	81	336	285	119	556	148	220	121
1160.46	98	35	81	336	285	119	557	148	220	121
1160.76	99	35	81	335	285	119	557	148	220	121
1161.24	100	35	81	334	285	119	557	148	220	121
1161.44	100	34	81	334	285	119	557	149	220	121
1161.62	100	35	81	334	284	119	557	149	220	121
1161.63	101	35	81	333	284	119	557	149	220	121
1162.41	101	36	81	333	283	119	557	149	220	121
1163.02	100	36	81	333	283	119	558	149	220	121
1163.94	99	36	81	333	283	119	559	149	220	121
1164.52	98	36	81	333	283	119	560	149	220	121
1164.77	98	36	80	333	283	119	560	149	221	121
1164.83	98	37	80	333	282	119	560	149	221	121
1165.02	98	36	80	333	282	119	560	150	221	121
1165.81	98	37	80	333	281	119	560	150	221	121
