0.361186	10000	4	0	1
0.36183	9999	5	0	1
0.583267	9999	4	0	2
0.606148	9998	5	0	2
0.640024	9998	4	1	2
0.697327	9997	5	1	2
0.728977	9997	4	2	2
0.921109	9996	5	2	2
0.964073	9995	6	2	2
1.07854	9994	7	2	2
1.10148	9993	8	2	2
1.12179	9992	9	2	2
1.17177	9991	10	2	2
1.23811	9990	11	2	2
1.27938	9989	12	2	2
1.33427	9988	13	2	2
1.38694	9987	14	2	2
1.44919	9986	15	2	2
1.49536	9985	16	2	2
1.61357	9984	17	2	2
1.64744	9983	18	2	2
1.7251	9982	19	2	2
1.72524	9982	18	3	2
1.74595	9981	19	3	2
1.76036	9980	20	3	2
1.79377	9979	21	3	2
1.80283	9979	20	4	2
1.80497	9978	21	4	2
1.82814	9977	22	4	2
1.849	9977	21	4	3
1.86103	9976	22	4	3
1.86482	9975	23	4	3
1.88393	9974	24	4	3
1.89432	9973	25	4	3
1.91074	9973	24	5	3
1.92732	9972	25	5	3
1.92964	9971	26	5	3
1.95443	9970	27	5	3
1.9639	9969	28	5	3
1.965	9968	29	5	3
1.98099	9967	30	5	3
1.98542	9967	29	6	3
1.99436	9966	30	6	3
1.99957	9965	31	6	3
2.00703	9964	32	6	3
2.02955	9963	33	6	3
2.03206	9962	34	6	3
2.03893	9961	35	6	3
2.08475	9961	34	7	3
2.09328	9960	35	7	3
2.09571	9959	36	7	3
2.1018	9958	37	7	3
2.13494	9957	38	7	3
2.15186	9957	37	8	3
2.15989	9957	36	9	3
2.17797	9956	37	9	3
2.19845	9956	36	10	3
2.2002	9955	37	10	3
2.21032	9954	38	10	3
2.22174	9953	39	10	3
2.22757	9952	40	10	3
2.23006	9951	41	10	3
2.25232	9950	42	10	3
2.2649	9950	41	11	3
2.27056	9949	42	11	3
2.27757	9949	41	12	3
2.28251	9949	40	13	3
2.28417	9948	41	13	3
2.28667	9948	40	14	3
2.29265	9947	41	14	3
2.2963	9946	42	14	3
2.30032	9945	43	14	3
2.30809	9944	44	14	3
2.3334	9943	45	14	3
2.33744	9943	44	15	3
2.36384	9942	45	15	3
2.3851	9941	46	15	3
2.39464	9941	45	16	3
2.40184	9940	46	16	3
2.40728	9939	47	16	3
2.40878	9938	48	16	3
2.41955	9937	49	16	3
2.42645	9937	48	17	3
2.43017	9937	47	18	3
2.43395	9936	48	18	3
2.43574	9935	49	18	3
2.44227	9934	50	18	3
2.45225	9934	49	19	3
2.45823	9933	50	19	3
2.46426	9932	51	19	3
2.46938	9932	50	20	3
2.4737	9931	51	20	3
2.47891	9930	52	20	3
2.47927	9929	53	20	3
2.48062	9928	54	20	3
2.49851	9927	55	20	3
2.50597	9927	54	21	3
2.52167	9926	55	21	3
2.52756	9926	54	22	3
2.54701	9925	55	22	3
2.54786	9924	56	22	3
2.57987	9923	57	22	3
2.58537	9922	58	22	3
2.58782	9921	59	22	3
2.59045	9920	60	22	3
2.59876	9919	61	22	3
2.60021	9919	60	23	3
2.61996	9918	61	23	3
2.62508	9917	62	23	3
2.63068	9916	63	23	3
2.65537	9915	64	23	3
2.65854	9914	65	23	3
2.66378	9914	64	24	3
2.66836	9913	65	24	3
2.68988	9912	66	24	3
2.69434	9912	65	25	3
2.69796	9911	66	25	3
2.70062	9910	67	25	3
2.7109	9909	68	25	3
2.71962	9908	69	25	3
2.72753	9907	70	25	3
2.73182	9906	71	25	3
2.73243	9905	72	25	3
2.73323	9905	71	25	4
2.73516	9904	72	25	4
2.74399	9903	73	25	4
2.75579	9902	74	25	4
2.76201	9902	73	26	4
2.77493	9901	74	26	4
2.77502	9901	73	26	5
2.77704	9900	74	26	5
2.78086	9899	75	26	5
2.78754	9899	74	26	6
2.78883	9898	75	26	6
2.79391	9897	76	26	6
2.79442	9896	77	26	6
2.79617	9895	78	26	6
2.81032	9894	79	26	6
2.81351	9893	80	26	6
2.82244	9892	81	26	6
2.82507	9892	80	27	6
2.82934	9891	81	27	6
2.8298	9890	82	27	6
2.8301	9889	83	27	6
2.83065	9888	84	27	6
2.83293	9887	85	27	6
2.83333	9886	86	27	6
2.83411	9885	87	27	6
2.84197	9884	88	27	6
2.84283	9883	89	27	6
2.84457	9882	90	27	6
2.84611	9881	91	27	6
2.85011	9880	92	27	6
2.85082	9879	93	27	6
2.8564	9878	94	27	6
2.8565	9877	95	27	6
2.85811	9877	94	28	6
2.86905	9876	95	28	6
2.86937	9875	96	28	6
2.87187	9874	97	28	6
2.87704	9874	96	29	6
2.88322	9874	95	29	7
2.88534	9874	94	30	7
2.88951	9873	95	30	7
2.89069	9872	96	30	7
2.89182	9871	97	30	7
2.89849	9871	96	31	7
2.91498	9870	97	31	7
2.91801	9869	98	31	7
2.92119	9868	99	31	7
2.93198	9867	100	31	7
2.93931	9866	101	31	7
2.93972	9865	102	31	7
2.94508	9865	101	31	8
2.9471	9864	102	31	8
2.95051	9863	103	31	8
2.9513	9862	104	31	8
2.95439	9862	103	32	8
2.96344	9861	104	32	8
2.97286	9860	105	32	8
2.97764	9859	106	32	8
2.97939	9859	105	33	8
2.98708	9858	106	33	8
2.98987	9857	107	33	8
2.99004	9856	108	33	8
2.99529	9855	109	33	8
2.99861	9854	110	33	8
3.00232	9853	111	33	8
3.00376	9852	112	33	8
3.00617	9851	113	33	8
3.00662	9850	114	33	8
3.00907	9850	113	34	8
3.01013	9849	114	34	8
3.01232	9849	113	35	8
3.01238	9849	112	35	9
3.01345	9848	113	35	9
3.01906	9847	114	35	9
3.01969	9846	115	35	9
3.02203	9845	116	35	9
3.02657	9844	117	35	9
3.03497	9843	118	35	9
3.04199	9843	117	35	10
3.04226	9842	118	35	10
3.05333	9841	119	35	10
3.05497	9840	120	35	10
3.05511	9839	121	35	10
3.05582	9838	122	35	10
3.05854	9837	123	35	10
3.06045	9836	124	35	10
3.06261	9835	125	35	10
3.07257	9834	126	35	10
3.07365	9833	127	35	10
3.07492	9833	126	36	10
3.0826	9833	125	37	10
3.08556	9832	126	37	10
3.08976	9831	127	37	10
3.09666	9830	128	37	10
3.10002	9829	129	37	10
3.11067	9828	130	37	10
3.11587	9827	131	37	10
3.11604	9826	132	37	10
3.12463	9825	133	37	10
3.12832	9825	132	38	10
3.1317	9824	133	38	10
3.13176	9823	134	38	10
3.13659	9822	135	38	10
3.14081	9822	134	39	10
3.14488	9821	135	39	10
3.14765	9821	134	40	10
3.15129	9820	135	40	10
3.15324	9819	136	40	10
3.15764	9818	137	40	10
3.16199	9817	138	40	10
3.16582	9816	139	40	10
3.17057	9816	138	41	10
3.17138	9815	139	41	10
3.1743	9814	140	41	10
3.17492	9814	139	42	10
3.1765	9814	138	43	10
3.17744	9813	139	43	10
3.17749	9812	140	43	10
3.1816	9811	141	43	10
3.18512	9811	140	44	10
3.18548	9810	141	44	10
3.19365	9810	140	45	10
3.19493	9809	141	45	10
3.19647	9808	142	45	10
3.20909	9807	143	45	10
3.21159	9806	144	45	10
3.21387	9806	143	46	10
3.21582	9805	144	46	10
3.21659	9804	145	46	10
3.21825	9803	146	46	10
3.2196	9803	145	47	10
3.22125	9802	146	47	10
3.22585	9802	145	48	10
3.22657	9801	146	48	10
3.22755	9801	145	49	10
3.23045	9800	146	49	10
3.23115	9799	147	49	10
3.23498	9799	146	49	11
3.23628	9799	145	50	11
3.24107	9799	144	51	11
3.24316	9798	145	51	11
3.24874	9798	144	52	11
3.25309	9798	143	53	11
3.25517	9797	144	53	11
3.25555	9796	145	53	11
3.25848	9796	144	54	11
3.25893	9795	145	54	11
3.26493	9795	144	55	11
3.27009	9794	145	55	11
3.2724	9794	144	56	11
3.27416	9793	145	56	11
3.27557	9792	146	56	11
3.27578	9791	147	56	11
3.27672	9790	148	56	11
3.27747	9789	149	56	11
3.27892	9788	150	56	11
3.28221	9787	151	56	11
3.28232	9786	152	56	11
3.28398	9785	153	56	11
3.28508	9784	154	56	11
3.28534	9783	155	56	11
3.28943	9782	156	56	11
3.29063	9781	157	56	11
3.291	9780	158	56	11
3.29182	9780	157	56	12
3.29506	9780	156	57	12
3.29541	9779	157	57	12
3.29746	9778	158	57	12
3.30012	9777	159	57	12
3.30183	9777	158	58	12
3.30968	9776	159	58	12
3.30987	9775	160	58	12
3.31032	9774	161	58	12
3.31208	9774	160	59	12
3.31513	9773	161	59	12
3.32177	9772	162	59	12
3.32368	9771	163	59	12
