0.00000000e+00 1.00000000e+04
3.84758240e-05 9.99998653e+03
7.69516480e-05 9.99997307e+03
1.84763331e-04 9.99993533e+03
2.92575013e-04 9.99989758e+03
1.37069184e-03 9.99951994e+03
7.12121341e-03 9.99749901e+03
1.28717350e-02 9.99546693e+03
3.13661064e-02 9.98885591e+03
4.98604777e-02 9.98212976e+03
7.89136540e-02 9.97133160e+03
1.07966830e-01 9.96025087e+03
1.71658326e-01 9.93497527e+03
2.35349822e-01 9.90835690e+03
2.99041317e-01 9.88040692e+03
3.76777030e-01 9.84450647e+03
4.54512742e-01 9.80666214e+03
5.32248454e-01 9.76689738e+03
6.09984166e-01 9.72523676e+03
6.87719879e-01 9.68170596e+03
7.65455591e-01 9.63633170e+03
9.33651632e-01 9.53197982e+03
1.10184767e+00 9.41942672e+03
1.27004371e+00 9.29899072e+03
1.43823975e+00 9.17100947e+03
1.60643580e+00 9.03583837e+03
1.77463184e+00 8.89384897e+03
1.94282788e+00 8.74542726e+03
2.11102392e+00 8.59097189e+03
2.27921996e+00 8.43089244e+03
2.54350181e+00 8.16901227e+03
2.80778366e+00 7.89594081e+03
3.07206551e+00 7.61336333e+03
3.33634736e+00 7.32297521e+03
3.60062921e+00 7.02646534e+03
3.86491107e+00 6.72550018e+03
4.12919292e+00 6.42170875e+03
4.39347477e+00 6.11666869e+03
4.65775662e+00 5.81189348e+03
4.92203847e+00 5.50882113e+03
5.18632032e+00 5.20880420e+03
5.45060217e+00 4.91310142e+03
5.71488402e+00 4.62287087e+03
5.97916587e+00 4.33916467e+03
6.24344772e+00 4.06292530e+03
6.50772958e+00 3.79498339e+03
6.77201143e+00 3.53605700e+03
7.03629328e+00 3.28675226e+03
7.30057513e+00 3.04756531e+03
7.56485698e+00 2.81888532e+03
7.82913883e+00 2.60099867e+03
8.09342068e+00 2.39409394e+03
8.35770253e+00 2.19826772e+03
8.62198438e+00 2.01353097e+03
8.88626623e+00 1.83981595e+03
9.15054808e+00 1.67698348e+03
9.41482994e+00 1.52483033e+03
9.67911179e+00 1.38309687e+03
9.94339364e+00 1.25147451e+03
1.02076755e+01 1.12961320e+03
1.04719573e+01 1.01712854e+03
1.07362392e+01 9.13608772e+02
1.10005210e+01 8.18621255e+02
1.12648029e+01 7.31718624e+02
1.15290847e+01 6.52444445e+02
1.17933666e+01 5.80338392e+02
1.20576484e+01 5.14940918e+02
1.23219303e+01 4.55797396e+02
1.25862121e+01 4.02461751e+02
1.28504940e+01 3.54499577e+02
1.31147758e+01 3.11490759e+02
1.33790577e+01 2.73031621e+02
1.36433396e+01 2.38736633e+02
1.39076214e+01 2.08239695e+02
1.41719033e+01 1.81195041e+02
1.44361851e+01 1.57277803e+02
1.47004670e+01 1.36184254e+02
1.49647488e+01 1.17631787e+02
1.52290307e+01 1.01358652e+02
1.54933125e+01 8.71234970e+01
1.57575944e+01 7.47047306e+01
1.60218762e+01 6.38997632e+01
1.62861581e+01 5.45241276e+01
1.65504399e+01 4.64105314e+01
1.68147218e+01 3.94078457e+01
1.70790036e+01 3.33800656e+01
1.73432855e+01 2.82052534e+01
1.76075673e+01 2.37744882e+01
1.78718492e+01 1.99908225e+01
1.81361310e+01 1.67682793e+01
1.84262293e+01 1.37868983e+01
1.86311792e+01 1.19847454e+01
1.88361290e+01 1.04028550e+01
1.90410789e+01 9.01649584e+00
1.92460288e+01 7.80341229e+00
1.95670872e+01 6.20435654e+00
1.98881456e+01 4.91521044e+00
2.02092041e+01 3.87990073e+00
2.05302625e+01 3.05163368e+00
2.08513209e+01 2.39153762e+00
2.11723793e+01 1.86747709e+00
2.14934378e+01 1.45300286e+00
2.18144962e+01 1.12644659e+00
2.21355546e+01 8.70138458e-01
2.24566130e+01 6.69728864e-01
2.27776715e+01 5.13621428e-01
2.30987299e+01 3.92482209e-01
2.34197883e+01 2.98833637e-01
2.37408467e+01 2.26711508e-01
2.40619051e+01 1.71375972e-01
2.43829636e+01 1.29080622e-01
2.47040220e+01 9.68732182e-02
2.50000000e+01 7.41135712e-02
