0.00000000e+00 1.00000000e+04 5.00000000e+00 0.00000000e+00 0.00000000e+00
8.11507553e-09 1.00000000e+04 5.00000006e+00 1.62301513e-08 4.05753781e-09
8.11588703e-05 9.99999919e+03 5.00060836e+00 1.62337486e-04 4.05843715e-05
8.92666423e-04 9.99999107e+03 5.00669505e+00 1.78653793e-03 4.46634483e-04
1.70417398e-03 9.99998294e+03 5.01278914e+00 3.41271535e-03 8.53178838e-04
6.92411638e-03 9.99993043e+03 5.05216654e+00 1.39204131e-02 3.48010328e-03
1.51387231e-02 9.99984696e+03 5.11476111e+00 3.06236658e-02 7.65591644e-03
2.33533298e-02 9.99976245e+03 5.17813054e+00 4.75338649e-02 1.18834662e-02
4.38845468e-02 9.99954663e+03 5.33996485e+00 9.07203477e-02 2.26800869e-02
6.44157638e-02 9.99932408e+03 5.50685241e+00 1.35256557e-01 3.38141393e-02
9.14821833e-02 9.99902002e+03 5.73484968e+00 1.96102751e-01 4.90256876e-02
1.18548603e-01 9.99870339e+03 5.97227706e+00 2.59468072e-01 6.48670180e-02
1.61015177e-01 9.99817999e+03 6.36473853e+00 3.64214927e-01 9.10537317e-02
2.03481752e-01 9.99762223e+03 6.78296066e+00 4.75844874e-01 1.18961218e-01
2.45948327e-01 9.99702786e+03 7.22863034e+00 5.94809683e-01 1.48702421e-01
3.07142735e-01 9.99610209e+03 7.92276444e+00 7.80116173e-01 1.95029043e-01
3.68337144e-01 9.99508752e+03 8.68345541e+00 9.83215704e-01 2.45803926e-01
4.29531552e-01 9.99397567e+03 9.51706531e+00 1.20581411e+00 3.01453529e-01
4.90725961e-01 9.99275721e+03 1.04305604e+01 1.44978026e+00 3.62445066e-01
5.51920369e-01 9.99142198e+03 1.14315678e+01 1.71716151e+00 4.29290378e-01
6.13114778e-01 9.98995881e+03 1.25284369e+01 2.01020061e+00 5.02550152e-01
6.74309187e-01 9.98835550e+03 1.37303072e+01 2.33135421e+00 5.82838552e-01
7.35503595e-01 9.98659868e+03 1.50471809e+01 2.68331310e+00 6.70828276e-01
7.96698004e-01 9.98467372e+03 1.64900036e+01 3.06902428e+00 7.67256071e-01
8.57892412e-01 9.98256461e+03 1.80707502e+01 3.49171499e+00 8.72928748e-01
9.19086821e-01 9.98025383e+03 1.98025204e+01 3.95491932e+00 9.88729831e-01
9.80281229e-01 9.97772223e+03 2.16996407e+01 4.46250663e+00 1.11562666e+00
1.04147564e+00 9.97494883e+03 2.37777764e+01 5.01871329e+00 1.25467832e+00
1.10267005e+00 9.97191073e+03 2.60540521e+01 5.62817656e+00 1.40704414e+00
1.16386445e+00 9.96858285e+03 2.85471831e+01 6.29597216e+00 1.57399304e+00
1.22505886e+00 9.96493781e+03 3.12776170e+01 7.02765478e+00 1.75691370e+00
1.28625327e+00 9.96094569e+03 3.42676869e+01 7.82930239e+00 1.95732560e+00
1.34744768e+00 9.95657377e+03 3.75417771e+01 8.70756438e+00 2.17689110e+00
1.40864209e+00 9.95178636e+03 4.11265009e+01 9.66971391e+00 2.41742848e+00
1.46983650e+00 9.94654448e+03 4.50508922e+01 1.07237048e+01 2.68092620e+00
1.53103091e+00 9.94080560e+03 4.93466112e+01 1.18782332e+01 2.96955831e+00
1.59222531e+00 9.93452333e+03 5.40481641e+01 1.31428048e+01 3.28570120e+00
1.65341972e+00 9.92764710e+03 5.91931382e+01 1.45278069e+01 3.63195172e+00
1.71461413e+00 9.92012181e+03 6.48224516e+01 1.60445872e+01 4.01114679e+00
1.78667923e+00 9.91034565e+03 7.21334947e+01 1.80166813e+01 4.50417034e+00
1.85874432e+00 9.89947841e+03 8.02577860e+01 2.02110445e+01 5.05276113e+00
1.96739407e+00 9.88076618e+03 9.42402308e+01 2.39948702e+01 5.99871754e+00
2.07604382e+00 9.85884141e+03 1.10612369e+02 2.84369805e+01 7.10924513e+00
2.18469357e+00 9.83317294e+03 1.29765151e+02 3.36495298e+01 8.41238246e+00
2.26243805e+00 9.81217181e+03 1.45423320e+02 3.79238956e+01 9.48097390e+00
2.34018253e+00 9.78869106e+03 1.62917386e+02 4.27132429e+01 1.06783107e+01
2.41792701e+00 9.76245385e+03 1.82448964e+02 4.80777518e+01 1.20194380e+01
2.49567149e+00 9.73315645e+03 2.04238345e+02 5.40841603e+01 1.35210401e+01
2.57341597e+00 9.70046672e+03 2.28525333e+02 6.08063580e+01 1.52015895e+01
2.65116045e+00 9.66402263e+03 2.55569863e+02 6.83260041e+01 1.70815010e+01
2.71114710e+00 9.63308988e+03 2.78498071e+02 7.47296432e+01 1.86824108e+01
2.77113375e+00 9.59949530e+03 3.03371587e+02 8.17064940e+01 2.04266235e+01
2.83112040e+00 9.56303422e+03 3.30334591e+02 8.93049494e+01 2.23262373e+01
2.89110705e+00 9.52349077e+03 3.59538052e+02 9.75769440e+01 2.43942360e+01
2.95109370e+00 9.48063807e+03 3.91139290e+02 1.06578112e+02 2.66445280e+01
3.01108035e+00 9.43423874e+03 4.25301341e+02 1.16367933e+02 2.90919832e+01
3.07106700e+00 9.38404557e+03 4.62192111e+02 1.27009858e+02 3.17524644e+01
3.13105365e+00 9.32980246e+03 5.01983271e+02 1.38571415e+02 3.46428537e+01
3.19104030e+00 9.27124576e+03 5.44848887e+02 1.51124283e+02 3.77810707e+01
3.25102694e+00 9.20810586e+03 5.90963723e+02 1.64744330e+02 4.11860825e+01
3.31101359e+00 9.14010928e+03 6.40501211e+02 1.79511606e+02 4.48779014e+01
3.37100024e+00 9.06698110e+03 6.93631053e+02 1.95510281e+02 4.88775703e+01
3.43098689e+00 8.98844791e+03 7.50516431e+02 2.12828528e+02 5.32071319e+01
3.49097354e+00 8.90424128e+03 8.11310820e+02 2.31558322e+02 5.78895805e+01
3.55096019e+00 8.81410164e+03 8.76154396e+02 2.51795172e+02 6.29487930e+01
3.61094684e+00 8.71778276e+03 9.45170055e+02 2.73637750e+02 6.84094374e+01
3.67093349e+00 8.61505664e+03 1.01845908e+03 2.97187426e+02 7.42968564e+01
3.73092014e+00 8.50571891e+03 1.09609648e+03 3.22547695e+02 8.06369237e+01
3.79090679e+00 8.38959452e+03 1.17812612e+03 3.49823489e+02 8.74558723e+01
3.83649072e+00 8.29672598e+03 1.24340376e+03 3.71896205e+02 9.29740513e+01
3.88207466e+00 8.19981148e+03 1.31121070e+03 3.95182255e+02 9.87955637e+01
3.92765860e+00 8.09882092e+03 1.38151967e+03 4.19727531e+02 1.04931883e+02
3.97324253e+00 7.99374116e+03 1.45428723e+03 4.45577285e+02 1.11394321e+02
4.01882647e+00 7.88457756e+03 1.52945266e+03 4.72775818e+02 1.18193955e+02
4.06441040e+00 7.77135532e+03 1.60693698e+03 5.01366161e+02 1.25341540e+02
4.10999434e+00 7.65412076e+03 1.68664208e+03 5.31389730e+02 1.32847433e+02
4.15557828e+00 7.53294249e+03 1.76845004e+03 5.62885974e+02 1.40721494e+02
4.20116221e+00 7.40791226e+03 1.85222273e+03 5.95892007e+02 1.48973002e+02
4.24674615e+00 7.27914569e+03 1.93780151e+03 6.30442238e+02 1.57610559e+02
4.29233009e+00 7.14678266e+03 2.02500734e+03 6.66567997e+02 1.66641999e+02
4.33791402e+00 7.01098746e+03 2.11364108e+03 7.04297165e+02 1.76074291e+02
4.38349796e+00 6.87194855e+03 2.20348418e+03 7.43653815e+02 1.85913454e+02
4.42908189e+00 6.72987806e+03 2.29429961e+03 7.84657864e+02 1.96164466e+02
4.47466583e+00 6.58501083e+03 2.38583324e+03 8.27324749e+02 2.06831187e+02
4.52024977e+00 6.43760322e+03 2.47781537e+03 8.71665129e+02 2.17916282e+02
4.56583370e+00 6.28793145e+03 2.56996278e+03 9.17684619e+02 2.29421155e+02
4.61141764e+00 6.13628966e+03 2.66198089e+03 9.65383561e+02 2.41345890e+02
4.65700158e+00 5.98298765e+03 2.75356630e+03 1.01475684e+03 2.53689211e+02
4.70258551e+00 5.82834832e+03 2.84440947e+03 1.06579376e+03 2.66448441e+02
4.74816945e+00 5.67270491e+03 2.93419767e+03 1.11847794e+03 2.79619484e+02
4.79375338e+00 5.51639797e+03 3.02261794e+03 1.17278727e+03 2.93196818e+02
4.83933732e+00 5.35977234e+03 3.10936016e+03 1.22869399e+03 3.07173499e+02
4.88492126e+00 5.20317389e+03 3.19412020e+03 1.28616472e+03 3.21541181e+02
4.93050519e+00 5.04694639e+03 3.27660285e+03 1.34516061e+03 3.36290152e+02
4.97608913e+00 4.89142834e+03 3.35652476e+03 1.40563752e+03 3.51409380e+02
5.02167307e+00 4.73695001e+03 3.43361713e+03 1.46754630e+03 3.66886574e+02
5.06725700e+00 4.58383051e+03 3.50762822e+03 1.53083302e+03 3.82708254e+02
5.11284094e+00 4.43237527e+03 3.57832554e+03 1.59543935e+03 3.98859838e+02
5.15842487e+00 4.28287362e+03 3.64549774e+03 1.66130292e+03 4.15325729e+02
5.20400881e+00 4.13559675e+03 3.70895615e+03 1.72835768e+03 4.32089421e+02
5.24959275e+00 3.99079600e+03 3.76853601e+03 1.79653439e+03 4.49133599e+02
5.29517668e+00 3.84870148e+03 3.82409725e+03 1.86576102e+03 4.66440254e+02
5.34076062e+00 3.70952105e+03 3.87552496e+03 1.93596319e+03 4.83990798e+02
5.38634456e+00 3.57343960e+03 3.92272954e+03 2.00706469e+03 5.01766173e+02
5.43192849e+00 3.44061876e+03 3.96564638e+03 2.07898789e+03 5.19746972e+02
5.47751243e+00 3.31119685e+03 4.00423540e+03 2.15165420e+03 5.37913550e+02
5.52309636e+00 3.18528916e+03 4.03848018e+03 2.22498453e+03 5.56246132e+02
5.56868030e+00 3.06298849e+03 4.06838691e+03 2.29889969e+03 5.74724922e+02
5.61426424e+00 2.94436591e+03 4.09398310e+03 2.37332080e+03 5.93330199e+02
5.65984817e+00 2.82947177e+03 4.11531615e+03 2.44816966e+03 6.12042416e+02
5.70543211e+00 2.71833679e+03 4.13245180e+03 2.52336913e+03 6.30842282e+02
5.75101605e+00 2.61097339e+03 4.14547238e+03 2.59884339e+03 6.49710846e+02
