0.0661302	9999
0.0934147	9998
0.116451	9997
0.188038	9996
0.191549	9995
0.21973	9994
0.245536	9993
0.3085	9992
0.310872	9991
0.337728	9990
0.358854	9989
0.483082	9988
0.484658	9987
0.518183	9986
0.51861	9985
0.562586	9984
0.588616	9983
0.594508	9982
0.624597	9981
0.64969	9980
0.666861	9979
0.667469	9978
0.67503	9977
0.676555	9976
0.677282	9975
0.711784	9974
0.780154	9973
0.846073	9972
0.860874	9971
0.871515	9970
0.886751	9969
0.889905	9968
0.903302	9967
0.936512	9966
0.937064	9965
0.941645	9964
0.947544	9963
0.961268	9962
0.966863	9961
0.968136	9960
0.990725	9959
1.00623	9958
1.01456	9957
1.0376	9956
1.07255	9955
1.07266	9954
1.08522	9953
1.20334	9952
1.22498	9951
1.23939	9950
1.30332	9949
1.31398	9948
1.40482	9947
1.59972	9946
1.60663	9945
1.71838	9944
1.73521	9943
1.75628	9942
1.78004	9941
1.83427	9940
1.87381	9939
1.89317	9938
1.91186	9937
1.91195	9936
1.9547	9935
2.0628	9934
2.11122	9933
2.19477	9932
2.19797	9931
2.21622	9930
2.24716	9929
2.27908	9928
2.29522	9927
2.29739	9926
2.32768	9925
2.35058	9924
2.3563	9923
2.35775	9922
2.37771	9921
2.40944	9920
2.4268	9919
2.45016	9918
2.51855	9917
2.53143	9916
2.55483	9915
2.55575	9914
2.58093	9913
2.58321	9912
2.60345	9911
2.6087	9910
2.63882	9909
2.65951	9908
2.66731	9907
2.70199	9906
2.71559	9905
2.71676	9904
2.73505	9903
2.75201	9902
2.75234	9901
2.82026	9900
2.86359	9899
2.90275	9898
2.92941	9897
2.97486	9896
2.99408	9895
3.02361	9894
3.0258	9893
3.02859	9892
3.03794	9891
3.07777	9890
3.13084	9889
3.13098	9888
3.2241	9887
3.2247	9886
3.25881	9885
3.30394	9884
3.31426	9883
3.37079	9882
3.44632	9881
3.45387	9880
3.46401	9879
3.48736	9878
3.5151	9877
3.52072	9876
3.55071	9875
3.56907	9874
3.6233	9873
3.64178	9872
3.64362	9871
3.645	9870
3.6816	9869
3.78499	9868
3.84021	9867
3.89302	9866
3.9141	9865
3.95801	9864
3.96131	9863
3.98942	9862
4.0964	9861
4.10881	9860
4.11777	9859
4.12254	9858
4.12406	9857
4.18674	9856
4.2172	9855
4.23466	9854
4.24012	9853
4.26246	9852
4.36054	9851
4.37822	9850
4.38837	9849
4.38861	9848
4.41008	9847
4.43509	9846
4.46111	9845
4.4998	9844
4.50743	9843
4.51361	9842
4.58673	9841
4.60222	9840
4.60787	9839
4.61254	9838
4.64154	9837
4.66167	9836
4.7062	9835
4.71744	9834
4.74264	9833
4.76259	9832
4.77189	9831
4.81265	9830
4.83074	9829
4.83212	9828
4.84085	9827
4.85154	9826
4.93426	9825
4.95325	9824
5.04969	9823
5.08249	9822
5.08785	9821
5.0931	9820
5.12124	9819
5.13791	9818
5.16319	9817
5.16361	9816
5.16935	9815
5.17615	9814
5.28967	9813
5.32097	9812
5.34016	9811
5.34724	9810
5.34855	9809
5.35726	9808
5.38023	9807
5.39505	9806
5.41798	9805
5.43828	9804
5.46291	9803
5.52318	9802
5.54997	9801
5.55748	9800
5.59695	9799
5.65215	9798
5.82885	9797
5.85972	9796
5.8782	9795
5.90023	9794
5.91205	9793
5.92172	9792
5.98385	9791
6.00226	9790
6.01673	9789
6.02484	9788
6.03134	9787
6.03281	9786
6.06041	9785
6.06935	9784
6.08702	9783
6.08774	9782
6.12537	9781
6.16754	9780
6.17498	9779
6.20174	9778
6.23202	9777
6.28901	9776
6.34193	9775
6.40336	9774
6.41923	9773
6.43124	9772
6.4574	9771
6.49676	9770
6.51823	9769
6.52838	9768
6.57938	9767
6.58015	9766
6.68165	9765
6.76298	9764
6.77135	9763
6.84254	9762
6.84905	9761
6.87924	9760
6.9046	9759
6.92738	9758
6.94514	9757
6.95605	9756
7.00838	9755
7.01483	9754
7.04514	9753
7.09709	9752
7.15779	9751
7.19063	9750
7.19481	9749
7.22578	9748
7.29026	9747
7.35109	9746
7.39367	9745
7.40674	9744
7.41865	9743
7.42748	9742
7.46029	9741
7.48368	9740
7.51777	9739
7.52965	9738
7.59876	9737
7.61367	9736
7.68591	9735
7.68854	9734
7.74936	9733
7.81912	9732
7.97388	9731
7.97802	9730
8.025	9729
8.0263	9728
8.0307	9727
8.03536	9726
8.11017	9725
8.16376	9724
8.18217	9723
8.19025	9722
8.19741	9721
8.26266	9720
8.31883	9719
8.40892	9718
8.43083	9717
8.47195	9716
8.4932	9715
8.53646	9714
8.57561	9713
8.58467	9712
8.60531	9711
8.61626	9710
8.63657	9709
8.6403	9708
8.69194	9707
8.72913	9706
8.74125	9705
8.77646	9704
8.78412	9703
8.79204	9702
8.81978	9701
8.84967	9700
8.91216	9699
8.93445	9698
8.979	9697
8.99325	9696
9.02133	9695
9.02193	9694
9.03741	9693
9.11804	9692
9.14091	9691
9.14842	9690
9.17788	9689
9.20192	9688
9.22466	9687
9.27524	9686
9.31448	9685
9.38095	9684
9.38347	9683
9.40196	9682
9.40251	9681
9.41439	9680
9.43225	9679
9.46547	9678
9.46865	9677
9.46973	9676
9.53659	9675
9.54636	9674
9.54811	9673
9.60913	9672
9.65056	9671
9.68973	9670
9.74921	9669
9.7722	9668
9.85128	9667
9.8738	9666
9.90594	9665
9.93815	9664
9.97915	9663
9.98146	9662
10.015	9661
10.0312	9660
10.0795	9659
10.0843	9658
10.1085	9657
10.1353	9656
10.1617	9655
10.1695	9654
10.201	9653
10.2346	9652
10.265	9651
10.2939	9650
10.2953	9649
10.4202	9648
10.4421	9647
10.4526	9646
10.4702	9645
10.4836	9644
10.4999	9643
10.5079	9642
10.5468	9641
10.5585	9640
10.563	9639
10.5993	9638
10.629	9637
10.6307	9636
10.6333	9635
10.6806	9634
10.6887	9633
10.7528	9632
10.7703	9631
10.7767	9630
10.7797	9629
10.7954	9628
10.8532	9627
10.9304	9626
10.94	9625
10.9592	9624
11.0354	9623
11.0538	9622
11.0684	9621
11.1168	9620
11.1448	9619
11.1492	9618
11.172	9617
11.1721	9616
11.2388	9615
11.2641	9614
11.2694	9613
11.2774	9612
11.2834	9611
11.293	9610
11.3045	9609
11.3326	9608
11.3938	9607
11.3981	9606
11.4051	9605
11.5415	9604
11.6259	9603
11.6287	9602
11.6902	9601
11.712	9600
11.7507	9599
11.7887	9598
11.8245	9597
11.8662	9596
11.8762	9595
11.8813	9594
11.9154	9593
11.9272	9592
11.951	9591
12.046	9590
12.0785	9589
12.1066	9588
12.1251	9587
12.1364	9586
12.1623	9585
12.1838	9584
12.2008	9583
12.2821	9582
12.2828	9581
12.3854	9580
12.4802	9579
12.5202	9578
12.5393	9577
12.5655	9576
12.5788	9575
12.6349	9574
12.6379	9573
12.6765	9572
12.6805	9571
12.719	9570
12.73	9569
