8.3	434	2311	5837	1423
10.2	227	1021	7032	1725
3.17	9369	452	152	32
3.41	9102	658	197	48
3.77	8604	1006	318	77
3.93	8339	1171	402	93
4.02	8165	1295	443	102
4.12	7944	1434	510	117
4.35	7359	1821	675	150
4.42	7171	1942	732	160
4.76	6146	2580	1039	240
5.11	4952	3256	1426	371
5.39	4050	3601	1881	473
5.41	3994	3620	1909	482
6.31	1902	4026	3285	792
6.74	1301	3779	3966	959
7.22	882	3348	4647	1128
7.49	720	3101	4977	1207
7.63	650	2967	5146	1242
10.08	234	1075	6983	1713
10.13	232	1056	7000	1717
10.18	229	1032	7021	1723
10.19	228	1026	7027	1724
10.24	227	1000	7049	1729
10.26	226	991	7057	1731
10.28	224	980	7068	1733
10.59	206	842	7192	1765
10.72	204	786	7243	1772
11.09	189	678	7343	1795
12.23	169	387	7599	1850
16.89	138	48	7895	1924
16.93	138	45	7898	1924
17.61	138	33	7906	1928
19.45	136	14	7921	1934
2.161	9843	118	34	10
2.161	9844	117	34	10
2.463	9761	184	47	13
3.193	9347	469	156	33
3.479	9024	713	218	50
3.494	9002	726	226	51
3.507	8985	740	228	52
3.552	8909	799	244	53
3.578	8870	828	251	56
3.632	8803	880	264	58
3.636	8794	885	267	59
3.658	8765	906	270	64
3.687	8726	932	279	68
3.809	8550	1033	342	80
3.851	8487	1074	358	86
4.005	8189	1278	436	102
4.028	8148	1307	447	103
4.044	8110	1337	454	104
4.069	8058	1357	481	109
4.088	8011	1389	493	112
4.114	7951	1430	507	117
4.179	7806	1526	550	123
4.186	7789	1533	559	124
4.208	7731	1576	570	128
4.306	7484	1740	640	141
4.391	7254	1895	701	155
4.451	7088	1991	760	166
4.504	6934	2097	799	175
4.526	6867	2148	814	176
4.577	6718	2245	855	187
4.577	6719	2244	855	187
4.617	6587	2328	894	196
4.734	6221	2542	1016	226
4.789	6045	2639	1067	254
4.834	5888	2728	1117	272
4.841	5873	2732	1124	276
4.848	5848	2744	1133	280
4.877	5771	2786	1159	289
4.885	5733	2811	1171	290
4.918	5616	2879	1206	304
0.4983	9992	10	1	2
5.017	5276	3076	1317	336
5.033	5217	3112	1335	341
5.038	5197	3122	1345	341
5.051	5155	3148	1357	345
5.055	5141	3158	1360	346
5.061	5115	3172	1367	351
5.081	5052	3202	1391	360
5.104	4974	3241	1421	369
5.118	4916	3278	1437	374
5.123	4896	3280	1454	375
5.168	4744	3348	1527	386
5.195	4660	3380	1571	394
5.235	4529	3425	1636	415
5.237	4521	3429	1639	416
5.258	4461	3450	1669	425
5.354	4161	3559	1823	462
5.373	4096	3585	1858	466
5.398	4028	3610	1892	475
5.406	4005	3619	1900	481
5.418	3966	3625	1930	484
5.427	3943	3632	1944	486
5.431	3927	3642	1950	486
5.448	3872	3673	1969	491
5.449	3866	3676	1972	491
5.489	3755	3711	2035	504
5.503	3712	3728	2058	507
5.507	3703	3728	2065	509
5.577	3495	3804	2176	530
5.578	3490	3808	2176	531
5.608	3400	3849	2217	539
5.624	3352	3878	2233	542
5.676	3211	3916	2328	550
5.684	3186	3928	2336	555
5.717	3104	3944	2391	566
5.718	3100	3947	2392	566
5.721	3093	3949	2396	567
5.725	3084	3949	2404	568
5.743	3029	3974	2426	576
5.752	3012	3977	2437	579
5.762	2981	3988	2453	583
5.788	2924	3989	2494	598
5.791	2921	3982	2503	599
5.799	2900	3987	2515	603
5.802	2891	3989	2520	605
5.829	2833	4008	2553	611
5.858	2777	4012	2593	623
5.874	2741	4020	2617	627
5.891	2699	4028	2644	634
5.899	2680	4034	2655	636
5.906	2665	4035	2667	638
5.906	2666	4034	2667	638
5.934	2598	4048	2713	646
5.937	2590	4051	2718	646
5.992	2470	4068	2811	656
6.051	2346	4080	2902	677
6.118	2224	4069	3006	706
6.128	2202	4080	3017	706
6.149	2170	4061	3051	723
6.149	2170	4062	3050	723
6.161	2153	4062	3063	727
6.187	2102	4070	3093	740
6.212	2060	4068	3124	753
6.318	1891	4023	3297	794
6.323	1882	4018	3305	800
6.359	1830	4002	3360	813
6.392	1779	3994	3410	822
6.393	1779	3991	3413	822
6.438	1716	3950	3499	840
6.484	1628	3944	3579	854
6.523	1571	3918	3644	872
6.548	1543	3892	3686	884
6.631	1436	3848	3809	912
6.635	1435	3843	3813	914
6.657	1403	3832	3849	921
6.664	1390	3835	3854	926
6.854	1193	3688	4133	991
6.917	1134	3637	4223	1011
6.954	1091	3605	4283	1026
6.978	1068	3582	4318	1037
6.982	1068	3571	4326	1040
7.005	1049	3550	4355	1051
7.108	958	3474	4490	1083
7.136	935	3441	4534	1095
7.249	860	3325	4684	1136
7.305	820	3276	4756	1153
7.375	779	3211	4843	1172
7.442	748	3156	4910	1191
7.489	721	3100	4977	1207
7.534	692	3074	5023	1216
7.614	654	2986	5126	1239
7.677	632	2914	5207	1252
7.717	619	2884	5243	1259
7.756	592	2849	5293	1271
7.791	574	2813	5332	1286
7.813	566	2788	5359	1292
7.879	548	2715	5439	1303
7.951	530	2629	5515	1331
8.104	481	2491	5662	1371
8.245	447	2363	5785	1410
8.286	439	2321	5823	1422
8.598	381	2051	6081	1492
8.719	356	1961	6169	1519
8.771	348	1914	6213	1530
8.968	322	1759	6360	1564
9.039	312	1703	6416	1574
9.236	294	1576	6538	1597
9.412	274	1488	6617	1626
9.589	260	1362	6733	1650
10.007	237	1106	6954	1708
10.018	237	1101	6958	1709
10.026	237	1097	6961	1710
10.042	235	1094	6965	1711
10.047	235	1092	6967	1711
10.093	233	1072	6986	1714
10.102	233	1068	6989	1715
10.118	232	1064	6993	1716
10.131	231	1057	7000	1717
10.154	231	1048	7007	1719
10.164	231	1039	7014	1721
10.193	227	1026	7027	1725
10.216	227	1010	7041	1727
10.227	227	1006	7045	1727
10.238	227	1003	7047	1728
10.257	227	992	7055	1731
10.266	226	986	7062	1731
10.266	226	987	7061	1731
10.283	224	978	7070	1733
10.309	223	963	7083	1736
10.309	223	964	7083	1735
10.345	220	946	7099	1740
10.351	220	942	7103	1740
10.355	220	939	7106	1740
10.369	220	930	7114	1741
10.372	220	929	7115	1741
10.385	219	924	7120	1742
10.411	218	910	7131	1746
10.458	214	895	7144	1752
10.466	214	890	7148	1753
10.467	214	889	7149	1753
10.521	214	867	7166	1758
10.524	213	866	7167	1759
10.525	213	865	7168	1759
10.534	212	863	7170	1760
10.537	212	860	7173	1760
10.572	206	852	7184	1763
10.582	206	847	7188	1764
10.623	205	822	7211	1767
10.676	204	803	7229	1769
10.689	204	800	7232	1769
10.746	204	775	7251	1775
10.771	203	765	7258	1779
1.0795	9974	22	7	2
10.813	202	756	7264	1783
10.827	199	753	7270	1783
10.857	199	742	7280	1784
10.871	199	738	7284	1784
10.902	197	731	7293	1784
10.907	197	726	7297	1785
10.938	196	712	7308	1789
10.979	195	697	7321	1792
10.987	195	695	7322	1793
10.989	194	695	7323	1793
10.992	194	693	7325	1793
11.014	192	694	7326	1793
11.054	191	683	7336	1795
