"r7","r4","r5","r6","r3","r8","rt","delay","d","p1","p2","DNAl1init","DNAp27SAl1init","DNACOTCl1Init","El35Sl1","El27SBl1","El27SA2l1"," El23Su"," El23Sl1","El23Sl2","El23Sl3","El23Sl4","El23Sl5","El23Sl6","El20Su","El20Sl1","El20Sl2","El20Sl3","El20Sl4","El20Sl5","El20Sl6","El35Sl2","El27SBl2","El27SA2l2","El35Sl3","El27SBl3","El27SA2l3","El35Sl4","El27SBl4","El27SA2l4","El35Sl5","El27SBl5","El27SA2l5","El35Sl6","El27SBl6","El27SA2l6","El35Sl7","El27SBl7","El27SA2l7","El35Sl8","El27SBl8","El27SA2l8","El35Sl9","El27SBl9","El27SA2l9","El35Sl10","El27SBl10","El27SA2l10","El35Sl11","El35Sl12","El35Sl13"," El35Sl14","El35Sl15","El35Sl16","El35Sl17","El18Su","El18Sl1","El18Sl2","El18Sl3","El18Sl4","El18Sl5","El18Sl6","ElS7Su","ElS7Sl1","El25Sl1","El25Sl2","El25Sl3","El25Sl4","El25Sl5","El25Sl6","El25Sl7","El25Sl8","El25Sl9","ElS58Su","ElS58Sl1","DNAl1","DNAl2","DNAl3","DNAl4","DNAl5","DNAl6","DNAl7","DNAl8","DNAl9","DNAl10","DNAl11","DNAl12","DNAl13","DNAl14","DNAl15","DNAl16","DNAl17","DNAp27SAl1","DNAp27SAl2","DNAp27SAl3","DNAp27SAl4","DNAp27SAl5","DNAp27SAl6","DNAp27SAl7","DNAp27SAl8","DNAp27SAl9","DNAp27SAl10","DNACOTCl1","DNACOTCl2","DNACOTCl3","DNACOTCl4","DNACOTCl5","DNACOTCl6","DNACOTCl7"
0.02,0.25,0.01,0.03,0.15,0.01,0.25,0.02,0,0.7,0.3,"100 * p1","100 * p2","100 * p2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
