Row,Date,Rt_medio
0,2020-01-07,3.01198458933535
1,2020-01-08,3.01198458933535
2,2020-01-09,3.01198458933535
3,2020-01-10,3.01198458933535
4,2020-01-11,3.01198458933535
5,2020-01-12,3.01198458933535
6,2020-01-13,3.01198458933535
7,2020-01-14,3.01198458933535
8,2020-01-15,3.01198458933535
9,2020-01-16,3.01198458933535
10,2020-01-17,3.01198458933535
11,2020-01-18,3.01198458933535
12,2020-01-19,3.01198458933535
13,2020-01-20,3.01198458933535
14,2020-01-21,3.01198458933535
15,2020-01-22,3.01198458933535
16,2020-01-23,3.01198458933535
17,2020-01-24,3.01198458933535
18,2020-01-25,3.01198458933535
19,2020-01-26,3.01198458933535
20,2020-01-27,3.01198458933535
21,2020-01-28,3.01198458933535
22,2020-01-29,3.01198458933535
23,2020-01-30,3.01198458933535
24,2020-01-31,3.01198458933535
25,2020-02-01,3.01198458933535
26,2020-02-02,3.01198458933535
27,2020-02-03,3.01198458933535
1,2020-02-04,3.01198458933535
2,2020-02-05,2.44803121621171
3,2020-02-06,1.97017079608941
4,2020-02-07,1.61392523895326
5,2020-02-08,1.24378552776463
6,2020-02-09,1.02390983307129
7,2020-02-10,1.19809136441846
8,2020-02-11,1.16719541807983
9,2020-02-12,1.26999314894038
10,2020-02-13,1.35398511035389
11,2020-02-14,1.55358030283107
12,2020-02-15,2.14209448636287
13,2020-02-16,2.22576029605255
14,2020-02-17,2.30420433152693
15,2020-02-18,2.47241191303862
16,2020-02-19,2.37549641856611
17,2020-02-20,2.94677419418318
18,2020-02-21,2.94668601259191
19,2020-02-22,2.82871520766305
20,2020-02-23,2.87659304658236
21,2020-02-24,2.90803044188831
22,2020-02-25,2.95953398595073
23,2020-02-26,2.82335349608035
24,2020-02-27,2.56625925851819
25,2020-02-28,2.56607904814472
26,2020-02-29,2.41060218496447
27,2020-03-01,2.69583846576239
28,2020-03-02,2.60331004883764
29,2020-03-03,2.49012239300074
30,2020-03-04,2.31751642479307
31,2020-03-05,2.25421875692185
32,2020-03-06,2.1684810743464
33,2020-03-07,2.12156958463006
34,2020-03-08,1.97367285503589
35,2020-03-09,1.95957493673608
36,2020-03-10,2.04460965258783
37,2020-03-11,1.96069957643115
38,2020-03-12,1.86840548895117
39,2020-03-13,1.79838923617895
40,2020-03-14,1.68638248885949
41,2020-03-15,1.62540506277767
42,2020-03-16,1.52327107531178
43,2020-03-17,1.3464392437343
44,2020-03-18,1.28406287534323
45,2020-03-19,1.20100618012118
46,2020-03-20,1.17911451476575
47,2020-03-21,1.11376686147086
48,2020-03-22,1.02144396053252
49,2020-03-23,0.975166213092486
50,2020-03-24,0.93497838087777
51,2020-03-25,0.903016686459385
52,2020-03-26,0.876033210834983
53,2020-03-27,0.801597256078508
54,2020-03-28,0.794088384607494
55,2020-03-29,0.766876950074152
56,2020-03-30,0.761897517426252
57,2020-03-31,0.75235618025727
58,2020-04-01,0.785661734228835
59,2020-04-02,0.787581630358892
