"Row","Date","Rt_medio"
"394",2021-03-03,1.20702274906524
"395",2021-03-04,1.20118738737727
"396",2021-03-05,1.20087547532144
"397",2021-03-06,1.19667263574477
"398",2021-03-07,1.19154050000316
"399",2021-03-08,1.16290603811085
"400",2021-03-09,1.13772667486543
"401",2021-03-10,1.13508677163571
"402",2021-03-11,1.11652045102348
"403",2021-03-12,1.09687071933701
"404",2021-03-13,1.07612884798764
"405",2021-03-14,1.05959508441761
"406",2021-03-15,1.04297440942983
"407",2021-03-16,1.02906676062528
"408",2021-03-17,1.00128048975857
"409",2021-03-18,0.991329840388536
"410",2021-03-19,0.977364782409612
"411",2021-03-20,0.977379263655225
"412",2021-03-21,0.969261974251176
"413",2021-03-22,0.959821455354014
"414",2021-03-23,0.960781113280797
"415",2021-03-24,0.956170422131051
"416",2021-03-25,0.95738866859235
"417",2021-03-26,0.952349704457042
"418",2021-03-27,0.935238523371828
"419",2021-03-28,0.92803719928912
"420",2021-03-29,0.912946215546996
"421",2021-03-30,0.900854887754276
"422",2021-03-31,0.879546424198531
"423",2021-04-01,0.872789715820382
"424",2021-04-02,0.858348038505615
"425",2021-04-03,0.841245200935482
"426",2021-04-04,0.823434614034714
"427",2021-04-05,0.789560619878195
"428",2021-04-06,0.788933652183097
"429",2021-04-07,0.806625506542034
"430",2021-04-08,0.806571079116573
"431",2021-04-09,0.812024324173435
"432",2021-04-10,0.841059170301487
"433",2021-04-11,0.867114745572507
"434",2021-04-12,0.903796842489917
"435",2021-04-13,0.905492679420136
"436",2021-04-14,0.901224558692536
"437",2021-04-15,0.895761540229905
"438",2021-04-16,0.90330723963143
"439",2021-04-17,0.893472989023215
"440",2021-04-18,0.902304263827918
"441",2021-04-19,0.901580855064885
"442",2021-04-20,0.913169426188333
"443",2021-04-21,0.924938103117981
"444",2021-04-22,0.934812069412827
"445",2021-04-23,0.94157163654195
"446",2021-04-24,0.950921011265637
"447",2021-04-25,0.946619002005514
"448",2021-04-26,0.938987765573721
"449",2021-04-27,0.921587880894578
"450",2021-04-28,0.903691695652989
"451",2021-04-29,0.879221935572495
"452",2021-04-30,0.851374732194797
"453",2021-05-01,0.842200694950801
"454",2021-05-02,0.824542452839802
"455",2021-05-03,0.80775063207923
"456",2021-05-04,0.796138619047126
"457",2021-05-05,0.791849482101837
"458",2021-05-06,0.788411162313599
"459",2021-05-07,0.788752809003668
"460",2021-05-08,0.771103020941651
"461",2021-05-09,0.770086971923038
"462",2021-05-10,0.758647110890393
"463",2021-05-11,0.746264612440193
"464",2021-05-12,0.728850820370831
"465",2021-05-13,0.721711792804122
"466",2021-05-14,0.710553446094856
"467",2021-05-15,0.707675133638823
"468",2021-05-16,0.701460373760782
"469",2021-05-17,0.680415371197256
"470",2021-05-18,0.678147292868078
"471",2021-05-19,0.672817360497562
"472",2021-05-20,0.6708454226664
"473",2021-05-21,0.671779300545329
"474",2021-05-22,0.669554480347824
"475",2021-05-23,0.677124558044404
"476",2021-05-24,0.682035960792253
"477",2021-05-25,0.67838873789173
"478",2021-05-26,0.682491621732471
"479",2021-05-27,0.687465769678002
"480",2021-05-28,0.697544089460201
"481",2021-05-29,0.705270973151105
"482",2021-05-30,0.70845554025799
"483",2021-05-31,0.695481803790386
"484",2021-06-01,0.703458650385382
"485",2021-06-02,0.702810956993883
"486",2021-06-03,0.708226622196442
"487",2021-06-04,0.716121703497665
"488",2021-06-05,0.728242668458366
"489",2021-06-06,0.727548806588786
"490",2021-06-07,0.729679889088311
"491",2021-06-08,0.71144465268284
"492",2021-06-09,0.704300671492523
"493",2021-06-10,0.69532239712715
"494",2021-06-11,0.666473660034066
"495",2021-06-12,0.651058504550462
"496",2021-06-13,0.653627943077509
"497",2021-06-14,0.649218559162275
"498",2021-06-15,0.640804175545629
"499",2021-06-16,0.636066787106678
"500",2021-06-17,0.621636533369356
"501",2021-06-18,0.626562207021912
"502",2021-06-19,0.624571606744935
"503",2021-06-20,0.626441081098976
"504",2021-06-21,0.612335808639398
"505",2021-06-22,0.633799299008686
"506",2021-06-23,0.640829018378795
"507",2021-06-24,0.657264066849724
"508",2021-06-25,0.680760352067501
"509",2021-06-26,0.710611977884553
"510",2021-06-27,0.745778652128642
"511",2021-06-28,0.795534902141929
"512",2021-06-29,0.84350301525393
"513",2021-06-30,0.91414132768022
"514",2021-07-01,1.01103746363299
"515",2021-07-02,1.0815201335379
"516",2021-07-03,1.15242738653199
"517",2021-07-04,1.21016196221823
"518",2021-07-05,1.27571198468421
"519",2021-07-06,1.317792549375
"520",2021-07-07,1.34088621704206
"521",2021-07-08,1.33895396393632
"522",2021-07-09,1.40048598795571
"523",2021-07-10,1.45515244586169
"524",2021-07-11,1.48513671126565
"525",2021-07-12,1.56235217114142
"526",2021-07-13,1.64595369185123
"527",2021-07-14,1.75711648317543
"528",2021-07-15,1.82485953077107
"529",2021-07-16,1.80477989247034
"530",2021-07-17,1.75747005695867
"531",2021-07-18,1.73523809883098
"532",2021-07-19,1.69672376383771
"533",2021-07-20,1.66433029001565
"534",2021-07-21,1.59320879682907
"535",2021-07-22,1.51064755071695
"536",2021-07-23,1.44672103320748
"537",2021-07-24,1.39286049072613
"538",2021-07-25,1.34829431913166
"539",2021-07-26,1.32723785914162
"540",2021-07-27,1.29500544551894
"541",2021-07-28,1.25867868138697
"542",2021-07-29,1.22269828511875
"543",2021-07-30,1.1945541796742
"544",2021-07-31,1.16236869328069
"545",2021-08-01,1.14839762906435
"546",2021-08-02,1.13605789563902
"547",2021-08-03,1.12101248632993
"548",2021-08-04,1.1137614324671
"549",2021-08-05,1.11099117676063
"550",2021-08-06,1.10337471765803
"551",2021-08-07,1.0967672873318
"552",2021-08-08,1.06962890928939
"553",2021-08-09,1.05508825416734
"554",2021-08-10,1.0485055063938
"555",2021-08-11,1.02637279918881
"556",2021-08-12,1.01286742937724
"557",2021-08-13,1.00202219383321
"558",2021-08-14,0.996212558722407
"559",2021-08-15,0.9929721114164
"560",2021-08-16,0.994270085984373
"561",2021-08-17,0.990072628932777
"562",2021-08-18,1.00675514839499
"563",2021-08-19,1.0086503194074
"564",2021-08-20,1.01088239713115
"565",2021-08-21,1.00734533540162
"566",2021-08-22,1.00534683331506
"567",2021-08-23,0.99128028027115
"568",2021-08-24,0.96507583267306
"569",2021-08-25,0.938614960226379
"570",2021-08-26,0.91422173913109
"571",2021-08-27,0.895815995012081
"572",2021-08-28,0.884783231145835
"573",2021-08-29,0.866293949200203
"574",2021-08-30,0.852036471513561
"575",2021-08-31,0.839850175777994
"576",2021-09-01,0.849838757247712
"577",2021-09-02,0.856183647842336
"578",2021-09-03,0.860599157785808
"579",2021-09-04,0.862174044690528
"580",2021-09-05,0.867897795526262
"581",2021-09-06,0.862387613615448
"582",2021-09-07,0.866617288845617
"583",2021-09-08,0.844011331741903
"584",2021-09-09,0.839219157194672
"585",2021-09-10,0.837529786899848
"586",2021-09-11,0.83197757126774
"587",2021-09-12,0.830255033021214
"588",2021-09-13,0.831286522893239
"589",2021-09-14,0.833907351572292
"590",2021-09-15,0.840207001060828
"591",2021-09-16,0.843812493610813
"592",2021-09-17,0.845960000626072
"593",2021-09-18,0.854783368919808
"594",2021-09-19,0.855484182331654
"595",2021-09-20,0.845257509366169
"596",2021-09-21,0.836763815401682
"597",2021-09-22,0.831220683268571
"598",2021-09-23,0.83455093473529
"599",2021-09-24,0.839728853934252
"600",2021-09-25,0.841561728931475
"601",2021-09-26,0.848259538090619
"602",2021-09-27,0.864686007118331
"603",2021-09-28,0.87315512042634
"604",2021-09-29,0.871677418826861
"605",2021-09-30,0.866330594751554
"606",2021-10-01,0.872130741533877
"607",2021-10-02,0.877086159827605
"608",2021-10-03,0.876813893780548
"609",2021-10-04,0.870946958398366
"610",2021-10-05,0.871029533329574
"611",2021-10-06,0.873819210127776
"612",2021-10-07,0.873166392282064
"613",2021-10-08,0.864280151726814
"614",2021-10-09,0.864019280451339
"615",2021-10-10,0.890252463181586
"616",2021-10-11,0.904701421114027
"617",2021-10-12,0.916865293089582
"618",2021-10-13,0.950568884670671
"619",2021-10-14,0.991047423047293
"620",2021-10-15,1.02543492495583
"621",2021-10-16,1.06514547243205
"622",2021-10-17,1.09029699796646
"623",2021-10-18,1.14492792597397
"624",2021-10-19,1.19659761747307
"625",2021-10-20,1.22909804579091
"626",2021-10-21,1.2608322883399
"627",2021-10-22,1.28937645158782
"628",2021-10-23,1.30411498077764
"629",2021-10-24,1.29901297775387
"630",2021-10-25,1.29065444616465
"631",2021-10-26,1.26890810490841
"632",2021-10-27,1.25489147261314
"633",2021-10-28,1.236239279186
"634",2021-10-29,1.20118890533781
"635",2021-10-30,1.18400981432185
"636",2021-10-31,1.15452084483382
"637",2021-11-01,1.15835603525531
"638",2021-11-02,1.19581123229231
"639",2021-11-03,1.23558311299421
"640",2021-11-04,1.26026629582524
"641",2021-11-05,1.29023735458151
"642",2021-11-06,1.28417902760908
"643",2021-11-07,1.30053372225536
"644",2021-11-08,1.31272854915733
"645",2021-11-09,1.29315858332601
"646",2021-11-10,1.26567661463541
"647",2021-11-11,1.24381821516213
"648",2021-11-12,1.2260398555716
"649",2021-11-13,1.22557196689899
"650",2021-11-14,1.2250284788746
"651",2021-11-15,1.23216393759978
"652",2021-11-16,1.23819648387145
"653",2021-11-17,1.23839917163961
"654",2021-11-18,1.24136082301616
"655",2021-11-19,1.23441475515919
"656",2021-11-20,1.23481984704658
"657",2021-11-21,1.21672308819218
"658",2021-11-22,1.21271506481081
"659",2021-11-23,1.20169563907429
"660",2021-11-24,1.19379033431557
"661",2021-11-25,1.18356805824243
"662",2021-11-26,1.1798117675436
"663",2021-11-27,1.162189445578
"664",2021-11-28,1.15591781365557
"665",2021-11-29,1.14608594245968
"666",2021-11-30,1.13765364047312
"667",2021-12-01,1.16021915579478
"668",2021-12-02,1.15483980859573
"669",2021-12-03,1.1516566986898
"670",2021-12-04,1.15050907629997
"671",2021-12-05,1.14691194922562
"672",2021-12-06,1.14973723618721
"673",2021-12-07,1.15444048887555
"674",2021-12-08,1.13475536513304
"675",2021-12-09,1.14515252301008
"676",2021-12-10,1.16276884971581
"677",2021-12-11,1.1748187020836
"678",2021-12-12,1.19040618902601
"679",2021-12-13,1.21102854332427
"680",2021-12-14,1.22972818137474
"681",2021-12-15,1.23737416008738
"682",2021-12-16,1.23334317986616
"683",2021-12-17,1.23048554525316
"684",2021-12-18,1.23623240466291
"685",2021-12-19,1.25412866599318
"686",2021-12-20,1.322249474192
"687",2021-12-21,1.38036930268255
"688",2021-12-22,1.44333246591525
"689",2021-12-23,1.4961935478352
"690",2021-12-24,1.54776334582779
"691",2021-12-25,1.57737238290312
"692",2021-12-26,1.66797823583253
"693",2021-12-27,1.78558726580728
"694",2021-12-28,1.83474404727881
"695",2021-12-29,1.78469370202943
"696",2021-12-30,1.67448267370503
"697",2021-12-31,1.52475282684422
"698",2022-01-01,1.44973806765798
"699",2022-01-02,1.33535722306575
"700",2022-01-03,1.22307948340152
"701",2022-01-04,1.09682828343305
"702",2022-01-05,0.995793716718079
"703",2022-01-06,0.917333774528021
"704",2022-01-07,0.87248620887165
"705",2022-01-08,0.771646445322093
"706",2022-01-09,0.668933543157658
"707",2022-01-10,0.524153204065444
"708",2022-01-11,0.407181222898099
"709",2022-01-12,0.307266390787333
