"C","M_in","M_ac","X_in","X_ac","k1","k2","k3","k4","vm1","v2","vm3","v4","vi","vd","kc","kD","kd","Res"
0.010,0.990,0.010,0.990,0.010,0.005,0.005,0.005,0.005,3.000,1.500,1.000,0.500,0.025,0.250,0.500,0.020,0.010,1
